Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2017 [YR2017]
Turkey,TUR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,365299342166.265,427852040441.938,520947371781.306,658128608999.284,771901768698.43,1087875530506.04,1205786798047.28
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,3683966,4207840,4516131,4754641,5087210,5565284,5758075
Turkmenistan,TKM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13679877891.7139,8644092030.71642,10753701529.1433,13789041600.9069,22583157894.7368,37253652747.7258,42134998872.4689
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,11552,15332,18873,26448,30994,34339,35446
Turks and Caicos Islands,TCA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9003,9230,9420,10027,10531,11001,11192
Tuvalu,TUV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,21441966.9570863,24906804.4668911,29009173.7113651,29185727.2412158,31823518.6204366,38061023.8411092,40487383.9626355
Uganda,UGA,"Population, total",SP.POP.TOTL,17438907,20550291,24039274,28543940,33915133,40144870,42862958
Uganda,UGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5268749667.90812,7393260810.8222,9908902840.24994,13703814497.5263,20186496527.1256,26260227906.9258,28572697919.7527
Ukraine,UKR,"Population, total",SP.POP.TOTL,51892000,51512299,49175848,47105150,45870700,45154029,44831159
Ukraine,UKR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,205771640241.369,98772328368.3653,89401549107.8179,129353087832.048,136013155905.036,121203311658.854,127100786329.956
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,1860174,2448820,3154925,4579562,8270684,9154302,9400145
United Arab Emirates,ARE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,125760629081.007,151381727243.022,198234194635.807,257366938869.98,289787338325.391,373073383253.914,387259360108.918
United Kingdom,GBR,"Population, total",SP.POP.TOTL,57247586,58019030,58892514,60401206,62766365,65128861,66022273
United Kingdom,GBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1642507256284.46,1779710859442.01,2095205239633.13,2400398463976.6,2441173394729.62,2705252231411.39,2806903096896.07
United States,USA,"Population, total",SP.POP.TOTL,249623000,266278000,282162411,295516599,309338421,321039839,325719178
United States,USA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,9064413765500,10299024618300,12713058213400,14408093840400,14964372000000,16672691917800,17304984279400
Uruguay,URY,"Population, total",SP.POP.TOTL,3109989,3224804,3321245,3325612,3374415,3431552,3456750
Uruguay,URY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,21388287457.4651,25942392888.9544,29883433694.3553,30157445133.4999,40284481651.9021,47559277162.5174,49647783476.237
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,20510000,22785000,24650400,26167000,28562400,31298900,32387200
Uzbekistan,UZB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,20458470967.0987,16592838681.2958,20045798199.4212,26085046319.8044,39332770928.9426,57949061364.2825,65779949822.9082
Vanuatu,VUT,"Population, total",SP.POP.TOTL,146634,168235,185063,209370,236295,264603,276244
Vanuatu,VUT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,376065472.454309,441644258.793918,525566423.179068,549652584.773368,700804286.224354,747161562.612567,812024958.066869
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,19861956,22188667,24488340,26784161,29028033,31155134,31977065
"Venezuela, RB",VEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,234980505270.494,278362390881.435,288959554742.817,327782821536.693,393192354510.653,..,..
Vietnam,VNM,"Population, total",SP.POP.TOTL,68209605,75198977,80285562,84308843,88472512,93571567,95540800
Vietnam,VNM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,29458481786.1674,43696326983.664,61146300622.5134,85351803030.4192,115931749697.241,154508616051.562,175284081081.177
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,103963,107818,108642,108454,108358,107710,107268
Virgin Islands (U.S.),VIR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,4232596793.20915,4339000000,3165495402.02782,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,1978248,2474666,2922153,3320396,3811102,4422143,4684777
West Bank and Gaza,PSE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,4804277804.09321,6312384282.05084,6983236164.51331,8913100000,11238079288.8293,12136735451.64
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,12057039,15320653,17874725,20582927,23606779,26916207,28250420
"Yemen, Rep.",YEM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11726468809.9862,15818893969.6799,20345854252.2908,25002176981.6704,30906748941.2086,18164766629.7403,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,8027253,9137077,10531221,12052156,13850033,16100587,17094130
Zambia,ZMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8388243438.74424,8274122490.67145,9881983406.64151,13350512768.1307,20265556273.582,26058118446.5615,28139396718.851
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,10183113,11320346,12222251,12940032,14086317,15777451,16529904
Zimbabwe,ZWE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,12953439422.5707,13750750266.5438,15414251817.4506,10501650599.6496,10141859700,14728302049.465,15329810785.8393
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,
Last Updated: 11/14/2018,,,,,,,,,,
